銘柄,銘柄,銘柄,取引区分,期限,預り区分,約定日,受渡日,株数,平均約定単価,手数料・諸経費等,課税額・譲渡益税,受渡金額・決済損益,受渡金額(日計り分)
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"7,921",60,--,"3,640",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"7,881",59,--,"8,081",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,200,"7,882",119,--,"16,361",--
6857,アドバンテスト,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"7,442.2",118,--,"-28,328",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"7,921",60,--,"3,440",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,200,"7,921",120,--,"7,080",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,181.6",231,--,"7,449",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,181.8",112,--,"56,778",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,181.8",113,--,"39,827",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,181.8",114,--,"20,006",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,181.6",114,--,"19,766",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,181.7",114,--,"19,776",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,200,"15,150",232,--,"-6,232",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,150",116,--,"-3,106",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,150",116,--,"-3,066",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,150",116,--,"-3,116",--
186A,アストロスケールホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,"1,000",760.5,--,--,--,--
186A,アストロスケールホールディングス,東証,信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,"1,000",775,--,--,--,--
186A,アストロスケールホールディングス,東証,信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,800,775,--,--,--,--
186A,アストロスケールホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,775,--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"2,111.7",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"2,111.5",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"2,111.6",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"2,132.2",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"2,111.3",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"2,111.4",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"2,111.5",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"2,111.6",--,--,--,--
6135,牧野フライス製作所,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,300,"11,709",--,--,--,--
6135,牧野フライス製作所,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"11,710",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"7,885",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"7,886",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"7,799.6",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"7,799.6",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"7,884",--,--,--,--
6920,レーザーテック,PTS(J),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,179.5",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"15,179.9",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"15,180",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"14,782.4",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"14,612.9",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,100,"14,980.6",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"15,180",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/11,2025/03/13,200,"14,982.8",--,--,--,--
2763,エフティグループ,東証,現物売,--,特定,2025/03/10,2025/03/12,200,"1,183",--,--,"236,600",--
2767,円谷フィールズホールディングス,東証,現物売,--,特定,2025/03/10,2025/03/12,200,"1,630",--,--,"326,000",--
4208,ＵＢＥ,東証,現物売,--,特定,2025/03/10,2025/03/12,100,"2,340",--,--,"234,000",--
5802,住友電気工業,東証,現物売,--,特定,2025/03/10,2025/03/12,100,"2,680",--,--,"268,000",--
5930,文化シヤッター,東証,現物売,--,特定,2025/03/10,2025/03/12,100,"1,890",--,--,"189,000",--
7839,ＳＨＯＥＩ,東証,現物売,--,特定,2025/03/10,2025/03/12,100,"1,845",--,--,"184,500",--
7994,オカムラ,東証,現物売,--,特定,2025/03/10,2025/03/12,100,"2,038",--,--,"203,800",--
6920,レーザーテック,東証,信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,095",--,--,--,--
6920,レーザーテック,PTS(X),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,935.9",--,--,--,--
6920,レーザーテック,PTS(O),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,940",--,--,--,--
6920,レーザーテック,PTS(O),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,937.3",--,--,--,--
6920,レーザーテック,PTS(X),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,200,"13,936",--,--,--,--
7974,任天堂,PTS(X),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,100,"10,100.2",--,--,--,--
7974,任天堂,PTS(X),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,700,"10,100.1",--,--,--,--
7974,任天堂,PTS(O),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,100,"10,100.1",--,--,--,--
7974,任天堂,PTS(O),信用新規売,６ヵ月,特定,2025/03/10,2025/03/12,100,"10,100.6",--,--,--,--
3382,セブン＆アイ・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,600,"2,150.5",99,--,"-6,039",--
3382,セブン＆アイ・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,150",16,--,"-1,036",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,700,"2,150.5",116,--,"-7,046",--
3382,セブン＆アイ・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,300,"2,150.5",49,--,"-2,929",--
3382,セブン＆アイ・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,150.6",16,--,-956,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,700,"2,150.6",115,--,"-6,765",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,150.6",16,--,-966,--
3382,セブン＆アイ・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,150.5",16,--,"-1,006",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,150.7",16,--,-946,--
3382,セブン＆アイ・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,200,"2,150",33,--,"-2,073",--
3382,セブン＆アイ・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,150.5",16,--,-996,--
3382,セブン＆アイ・ホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,900,"2,150.5",149,--,"-8,969",--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,300,"12,580",285,--,"56,715",--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"12,050",93,--,"-12,693",--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"12,050",93,--,"-12,693",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"7,746",59,--,"2,291",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,200,"7,789",118,--,"12,782",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,200,"7,746",118,--,"4,202",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,500,"7,712",293,--,"26,207",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"7,712",58,--,"2,942",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,200,"15,100",220,--,"150,800",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,415",109,--,"15,411",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,415",109,--,"15,461",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,940.5",110,--,"59,550",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,416.2",109,--,"15,661",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,960.3",108,--,"-13,028",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,940.6",110,--,"59,460",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,416.3",109,--,"15,671",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,940.5",110,--,"59,450",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,963.6",108,--,"-12,708",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,963.5",108,--,"-12,428",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,416.3",109,--,"15,661",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,416.1",218,--,"31,162",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,963.5",108,--,"-12,708",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,960.4",108,--,"-13,058",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,963.6",108,--,"-12,418",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,963.6",108,--,"-12,738",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"15,100",110,--,"75,410",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"15,210",115,--,"10,405",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"15,210",115,--,"10,405",--
8035,東京エレクトロン,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"21,475",165,--,"-7,615",--
8035,東京エレクトロン,東証,信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"21,475",165,--,"-7,615",--
8035,東京エレクトロン,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"21,588.3",163,--,"33,007",--
8035,東京エレクトロン,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"21,605.1",163,--,"34,677",--
8035,東京エレクトロン,PTS(O),信用返済売,６ヵ月,特定,2025/03/10,2025/03/12,100,"21,588.7",163,--,"33,047",--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863,--,--,--,--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863.8,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863.8,--,--,--,--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863.6,--,--,--,--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863.3,--,--,--,--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863.7,--,--,--,--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,869.6,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,869.9,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,863.3,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,862.9,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,869.4,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,869.5,--,--,--,--
2060,フィード・ワン,東証,信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,870,--,--,--,--
2060,フィード・ワン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,869.7,--,--,--,--
2060,フィード・ワン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,869.7,--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,160",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,160",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,"1,400","2,160.4",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,"1,000","2,160.1",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,160.3",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"2,160.2",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,160.2",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,900,"2,160.3",--,--,--,--
3382,セブン＆アイ・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"2,160.1",--,--,--,--
6135,牧野フライス製作所,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,300,"12,390",--,--,--,--
6135,牧野フライス製作所,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"12,176",--,--,--,--
6135,牧野フライス製作所,東証,信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"12,820",--,--,--,--
6135,牧野フライス製作所,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"12,176",--,--,--,--
6135,牧野フライス製作所,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"12,287",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"7,724.3",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"7,682",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"7,724.4",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"7,722.5",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"7,724.5",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,500,"7,659",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,089.5",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,400,"14,344.9",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,344.8",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,343.9",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,258.6",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,089.9",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,259.3",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"15,104.8",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,089.6",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,259.2",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,086.7",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,258.5",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"15,104.8",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,259.8",--,--,--,--
8035,東京エレクトロン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"21,549.5",--,--,--,--
8035,東京エレクトロン,PTS(O),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,200,"21,256.6",--,--,--,--
8035,東京エレクトロン,PTS(X),信用新規買,６ヵ月,特定,2025/03/10,2025/03/12,100,"21,256.7",--,--,--,--
6920,レーザーテック,PTS(O),信用返済買,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,879.3",42,--,"6,028",--
6920,レーザーテック,PTS(O),信用返済買,６ヵ月,特定,2025/03/10,2025/03/12,200,"14,259.2",84,--,"-32,924",--
6920,レーザーテック,PTS(O),信用返済買,６ヵ月,特定,2025/03/10,2025/03/12,100,"14,259.7",42,--,"-32,412",--
6920,レーザーテック,PTS(O),信用返済買,６ヵ月,特定,2025/03/10,2025/03/12,100,"13,901.5",41,--,"3,409",--
