銘柄,銘柄,銘柄,取引区分,期限,預り区分,約定日,受渡日,株数,平均約定単価,手数料・諸経費等,課税額・譲渡益税,受渡金額・決済損益,受渡金額(日計り分)
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/13,2025/03/17,100,"14,702",--,--,--,--
7735,ＳＣＲＥＥＮホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/03/13,2025/03/17,100,"11,266.5",--,--,--,--
7735,ＳＣＲＥＥＮホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/03/13,2025/03/17,100,"11,267",--,--,--,--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"7,830",24,--,"15,216",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,200,"7,830",48,--,"30,392",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,700,"8,000",167,--,"-46,367",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"7,830",24,--,"15,256",--
6857,アドバンテスト,PTS(O),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"7,999.6",23,--,"-6,583",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,200,"7,830",48,--,"30,492",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,200,"7,830",48,--,"30,412",--
6857,アドバンテスト,PTS(J),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,000",23,--,"-6,523",--
6857,アドバンテスト,PTS(O),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"7,999.9",23,--,"-6,613",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,200,"7,830",48,--,"30,452",--
6920,レーザーテック,PTS(O),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"14,407.7",43,--,"-6,483",--
6920,レーザーテック,PTS(O),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"14,407.5",43,--,"-6,293",--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"14,408.5",43,--,"-6,393",--
6920,レーザーテック,PTS(X),信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"14,408.4",43,--,"-6,173",--
7012,川崎重工業,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,870",27,--,"12,423",--
7012,川崎重工業,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,870",27,--,"12,483",--
7012,川崎重工業,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,870",27,--,"12,383",--
7012,川崎重工業,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,870",27,--,"12,373",--
7012,川崎重工業,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,870",27,--,"12,473",--
7012,川崎重工業,東証,信用返済買,６ヵ月,特定,2025/03/13,2025/03/17,100,"8,870",27,--,"12,303",--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,551.9",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,552.1",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,551.9",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,551.5",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568.8",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568.4",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,551.3",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,551.3",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,552.1",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553.5",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,569",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568.5",--,--,--,--
6857,アドバンテスト,PTS(J),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568.3",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553.5",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,553.4",--,--,--,--
6857,アドバンテスト,東証,信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,300,"7,569",--,--,--,--
6857,アドバンテスト,東証,信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,552",--,--,--,--
6857,アドバンテスト,東証,信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,569",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,568.7",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,569",--,--,--,--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,193",32,--,"-10,592",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,300,"4,195",97,--,"-12,697",--
4062,イビデン,PTS(J),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,195.7",32,--,"-3,942",--
4062,イビデン,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,195.1",32,--,"-4,182",--
4062,イビデン,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,195.7",32,--,"-3,962",--
4062,イビデン,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,196.5",32,--,"-3,832",--
4062,イビデン,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,196.2",32,--,"-3,912",--
4062,イビデン,PTS(J),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,195.2",32,--,"-4,182",--
4062,イビデン,PTS(J),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,195.4",32,--,"-3,992",--
4062,イビデン,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,196.5",32,--,"-3,822",--
4062,イビデン,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,196.2",32,--,"-3,902",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,193",32,--,"-10,582",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,192",32,--,"-10,712",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,194",32,--,"-8,542",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"4,194",65,--,"-9,065",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"4,192",67,--,"-36,547",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,192",33,--,"-19,263",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"4,192",67,--,"-38,547",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,192",33,--,"-19,273",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,193",32,--,"-10,622",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,194",32,--,"-4,432",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,193",32,--,"-10,602",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,195",32,--,"-4,332",--
4062,イビデン,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,193",32,--,"-10,572",--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,300,"11,840",270,--,"30,030",--
6503,三菱電機,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691.5",20,--,"-2,260",--
6503,三菱電機,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691",20,--,"-2,320",--
6503,三菱電機,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691",20,--,"-2,320",--
6503,三菱電機,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691",20,--,"-2,420",--
6503,三菱電機,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,691.5",62,--,"-6,962",--
6503,三菱電機,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691.6",20,--,"-2,240",--
6503,三菱電機,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691.5",20,--,"-2,270",--
6503,三菱電機,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,691.5",20,--,"-2,260",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,611",59,--,"-16,129",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,611",119,--,"-38,919",--
6857,アドバンテスト,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,635.6",58,--,-698,--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,635.4",58,--,-718,--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,611",120,--,"-27,620",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,635.3",59,--,"-11,629",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,611",119,--,"-32,279",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,612",59,--,"-13,959",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,611",59,--,"-14,059",--
6857,アドバンテスト,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,635.5",59,--,"-11,609",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,505",222,--,"-2,862",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,490",111,--,"-5,531",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,475",222,--,"-2,022",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,490",111,--,"-4,991",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,490",232,--,"-69,232",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,552.6",111,--,"1,699",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,475",222,--,"-2,002",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,431.7",110,--,60,--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,430.5",110,--,-50,--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,431.8",221,--,159,--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,430.5",221,--,-121,--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,431.5",110,--,60,--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,552.4",111,--,"1,679",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,490",226,--,"-58,226",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,431.8",110,--,70,--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,491.2",223,--,"-9,723",--
7011,三菱重工業,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,431",55,--,"10,295",--
7011,三菱重工業,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,431",55,--,"10,295",--
7011,三菱重工業,東証,信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,431",55,--,"10,295",--
7011,三菱重工業,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,403.6",18,--,702,--
7011,三菱重工業,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"2,403.6",36,--,"1,404",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,403.8",18,--,732,--
7011,三菱重工業,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,403.7",18,--,702,--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"2,403.6",36,--,"1,404",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,200,"2,403.7",36,--,"1,424",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,403.8",18,--,712,--
7011,三菱重工業,PTS(O),信用返済売,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,431",18,--,"3,492",--
4062,イビデン,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"4,235",--,--,--,--
4062,イビデン,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"4,239",--,--,--,--
4062,イビデン,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,384.3",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,298.5",--,--,--,--
4062,イビデン,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,298.4",--,--,--,--
4062,イビデン,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"4,384.4",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,298.6",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,298.7",--,--,--,--
4062,イビデン,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"4,374.4",--,--,--,--
4062,イビデン,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,238",--,--,--,--
4062,イビデン,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"4,237",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,234.4",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,384.4",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,298.9",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,234.9",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,279.1",--,--,--,--
4062,イビデン,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,238",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,298.8",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,234.5",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,234.8",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,236.6",--,--,--,--
4062,イビデン,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"4,236.7",--,--,--,--
6135,牧野フライス製作所,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"11,739",--,--,--,--
6503,三菱電機,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,713.8",--,--,--,--
6503,三菱電機,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,714.5",--,--,--,--
6503,三菱電機,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,715",--,--,--,--
6503,三菱電機,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,714",--,--,--,--
6503,三菱電機,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,714",--,--,--,--
6503,三菱電機,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,714",--,--,--,--
6503,三菱電機,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"2,713.9",--,--,--,--
6857,アドバンテスト,PTS(J),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,751",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,642",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,771.8",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,771.7",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,642",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,805",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"7,751",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,538.7",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"14,429.9",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,429.8",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,544.2",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,518.2",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,483.9",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"14,430",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,430",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,780",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,534.5",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"14,538.8",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"14,484",--,--,--,--
7011,三菱重工業,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,396.3",--,--,--,--
7011,三菱重工業,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,400,"2,396.4",--,--,--,--
7011,三菱重工業,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,395.9",--,--,--,--
7011,三菱重工業,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,100,"2,396.4",--,--,--,--
7011,三菱重工業,PTS(O),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,500,"2,396.5",--,--,--,--
7011,三菱重工業,PTS(J),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,200,"2,396.4",--,--,--,--
7011,三菱重工業,PTS(X),信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,396.5",--,--,--,--
7011,三菱重工業,東証,信用新規買,６ヵ月,特定,2025/03/12,2025/03/14,300,"2,396.5",--,--,--,--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,548",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,558",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,528",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,732",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,579",45,--,"-5,465",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,508",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,578",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,553",45,--,"3,155",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,722",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,582",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,792",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,579",45,--,"-5,585",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,572",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,572",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,518",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,478",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,553",22,--,"1,478",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,553",45,--,"3,155",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,300,"7,553",68,--,"4,732",--
6857,アドバンテスト,PTS(O),信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,582",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,200,"7,579",45,--,"-5,545",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,712",--
6857,アドバンテスト,東証,信用返済買,６ヵ月,特定,2025/03/12,2025/03/14,100,"7,579",22,--,"-2,712",--
186A,アストロスケールホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,300,713.5,17,--,"-14,117",--
186A,アストロスケールホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,200,713.3,11,--,"-12,351",--
186A,アストロスケールホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,600,713.6,35,--,"-28,175",--
186A,アストロスケールホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,713.3,5,--,"-6,175",--
186A,アストロスケールホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,713.4,5,--,"-4,715",--
186A,アストロスケールホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,713.2,5,--,"-6,185",--
186A,アストロスケールホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,800,713,47,--,"-49,647",--
186A,アストロスケールホールディングス,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,800,713,47,--,"-49,647",--
2060,フィード・ワン,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.8,13,--,-163,--
2060,フィード・ワン,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.8,13,--,-123,--
2060,フィード・ワン,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.2,13,--,-273,--
2060,フィード・ワン,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,860,13,--,"-1,003",--
2060,フィード・ワン,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861,13,--,-863,--
2060,フィード・ワン,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861,13,--,-883,--
2060,フィード・ワン,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861,13,--,-853,--
2060,フィード・ワン,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861,13,--,-873,--
2060,フィード・ワン,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.8,13,--,-193,--
2060,フィード・ワン,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.8,13,--,-133,--
2060,フィード・ワン,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.1,13,--,-903,--
2060,フィード・ワン,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.1,13,--,-873,--
2060,フィード・ワン,PTS(X),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.7,13,--,-223,--
2060,フィード・ワン,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.7,13,--,-173,--
2060,フィード・ワン,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,861.1,13,--,-273,--
6135,牧野フライス製作所,PTS(O),信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"11,804",89,--,"9,411",--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"12,010",89,--,"29,911",--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,200,"12,010",179,--,"60,021",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/03/11,2025/03/13,100,"7,882",59,--,"8,181",--
